Year,Journal,Volume,Issue,Title,DOI,Evidentialist,Bayesian,Frequentist,Type,AIC,N,"
p",Rsquared,ChiSq,Gstatistic,Tstatistic,Fstatistic,dfnum,dfdenom,SSterm,SSres,Lreduced,Lfull,Ddeviance,OtherMeasures,Rationale,RationaleDetails,Notes,Person,Class,LR,CommentsHA,CommentsRE,Exclude
1999,AnBehav,57,2,Absolute versus per unit body length speed of prey as an estimator of vulnerability to predation,"anbe.1998.0980,",FALSE,FALSE,TRUE,,TRUE,4198,<0.0001,,,,-23.60,,1.00,"4,196.00",,,,,,,FALSE,,,Robert,1,,,df added,
1999,AnBehav,57,2,Absolute versus per unit body length speed of prey as an estimator of vulnerability to predation,"anbe.1998.0980,",FALSE,FALSE,TRUE,,TRUE,4194,<0.0001,,,,360.94,,1.00,"4,192.00",,,,,,,FALSE,,,Robert,1,,,df added,
1999,AnBehav,57,2,Absolute versus per unit body length speed of prey as an estimator of vulnerability to predation,"anbe.1998.0980,",FALSE,FALSE,TRUE,,TRUE,,<0.0001,,,,,,,,,,,,,,FALSE,,,Robert,1,,,No statistics in this row?,TRUE
1999,AnBehav,57,2,Absolute versus per unit body length speed of prey as an estimator of vulnerability to predation,"anbe.1998.0980,",FALSE,FALSE,TRUE,,TRUE,21,<0.0001,,91.30,,,,,,,,,,,,FALSE,,,Robert,1,,,Added N,
1999,AnBehav,57,2,Absolute versus per unit body length speed of prey as an estimator of vulnerability to predation,"anbe.1998.0980,",FALSE,FALSE,TRUE,,TRUE,2276,<0.0001,,,,7.03,,1.00,"2,274.00",,,,,,,FALSE,,,Robert,1,,,,
1999,AnBehav,57,2,Absolute versus per unit body length speed of prey as an estimator of vulnerability to predation,"anbe.1998.0980,",FALSE,FALSE,TRUE,,TRUE,2275,<0.0001,,,,-9.69,,1.00,"2,273.00",,,,,,,FALSE,,,Robert,1,,,df added,
1999,AnBehav,57,2,Absolute versus per unit body length speed of prey as an estimator of vulnerability to predation,"anbe.1998.0980,",FALSE,FALSE,TRUE,,TRUE,162,<0.001,,,,4.32,,1.00,160.00,,,,,,,FALSE,,,Robert,1,,,p fixed. df added,
1999,AnBehav,57,2,Absolute versus per unit body length speed of prey as an estimator of vulnerability to predation,"anbe.1998.0980,",FALSE,FALSE,TRUE,,TRUE,2086,<0.001,,,,-10.80,,1.00,"2,084.00",,,,,,,FALSE,,,Robert,1,,,,
1999,AnBehav,57,2,Absolute versus per unit body length speed of prey as an estimator of vulnerability to predation,"anbe.1998.0980,",FALSE,FALSE,TRUE,,TRUE,,<0.001,,,,,,,,,,,,,,FALSE,,,Robert,1,,,no statistics,TRUE
1999,AnBehav,57,2,Absolute versus per unit body length speed of prey as an estimator of vulnerability to predation,"anbe.1998.0980,",FALSE,FALSE,TRUE,,TRUE,21,<0.0001,,285.88,,,,,,,,,,,,FALSE,,,Robert,1,,,added N,
1999,AnBehav,57,2,Absolute versus per unit body length speed of prey as an estimator of vulnerability to predation,"anbe.1998.0980,",FALSE,FALSE,TRUE,,TRUE,21,<0.0001,,134.20,,,,,,,,,,,,FALSE,,,Robert,1,,,moved one row down. N added,
1999,AnBehav,57,2,Absolute versus per unit body length speed of prey as an estimator of vulnerability to predation,"anbe.1998.0980,",FALSE,FALSE,TRUE,,TRUE,1211,<0.0001,,,,-5.63,,1.00,"1,209.00",,,,,,,FALSE,,,Robert,1,,,df added,
1999,AnBehav,57,2,Absolute versus per unit body length speed of prey as an estimator of vulnerability to predation,"anbe.1998.0980,",FALSE,FALSE,TRUE,,TRUE,,>0.05,,,,,,,,,,,,,,FALSE,,,Robert,1,,,no statistic mentioned,TRUE
1999,AnBehav,57,2,Courtship song rhythms in Drosophila yakuba,anbe.1998.0976,FALSE,TRUE,FALSE,,FALSE,88,<0.001,,,,,9.84,9.00,78.00,,,,,,,FALSE,,,Robert,1,,df added,N added,
1999,AnBehav,57,2,Courtship song rhythms in Drosophila yakuba,anbe.1998.0976,FALSE,TRUE,FALSE,,FALSE,80,<0.0001,,,,,34.30,1.00,78.00,,,,,,,FALSE,,,Robert,1,,df added,N added,
1999,AnBehav,57,2,Courtship song rhythms in Drosophila yakuba,anbe.1998.0976,FALSE,TRUE,FALSE,,FALSE,88,0.076,,,,,1.83,9.00,78.00,,,,,,,FALSE,,,Robert,1,,df added,N added,
1999,AnBehav,57,2,Courtship song rhythms in Drosophila yakuba,anbe.1998.0976,FALSE,TRUE,FALSE,,FALSE,47,0.001,,,,,2.93,9.00,37.00,,,,,,,FALSE,,,Robert,1,,df added,N added,
1999,AnBehav,57,2,Courtship song rhythms in Drosophila yakuba,anbe.1998.0976,FALSE,TRUE,FALSE,,FALSE,95,<0.001,,,,,7.81,2.00,92.00,,,,,,,FALSE,,,Robert,1,,df added,N added,
1999,AnBehav,57,2,Courtship song rhythms in Drosophila yakuba,anbe.1998.0976,FALSE,TRUE,FALSE,,FALSE,,0.002,,,,,,,,,,,,,,FALSE,,,Robert,1,,,no statistic mentioned,TRUE
1999,AnBehav,57,2,Courtship song rhythms in Drosophila yakuba,anbe.1998.0976,FALSE,TRUE,FALSE,,FALSE,,0.047,,,,,,,,,,,,,,FALSE,,,Robert,1,,,no statistic mentioned,TRUE
1999,AnBehav,57,2,"Cultural influences on female mate choice: an experimental test in cowbirds, Molothrus ater",anbe.1998.0988,FALSE,FALSE,TRUE,,FALSE,,0.008,,,,,,,,,,,,,,FALSE,,,Robert,1,,,no statistic mentioned,TRUE
1999,AnBehav,57,2,"Cultural influences on female mate choice: an experimental test in cowbirds, Molothrus ater",anbe.1998.0988,FALSE,FALSE,TRUE,,FALSE,,0.238,,,,,,,,,,,,,,FALSE,,,Robert,1,,,no statistic mentioned,TRUE
1999,AnBehav,57,2,"Cultural influences on female mate choice: an experimental test in cowbirds, Molothrus ater",anbe.1998.0988,FALSE,FALSE,TRUE,,FALSE,,0.145,,,,,,,,,,,,,,FALSE,,,Robert,1,,,no statistic mentioned,TRUE
1999,AnBehav,57,2,"Cultural influences on female mate choice: an experimental test in cowbirds, Molothrus ater",anbe.1998.0988,FALSE,FALSE,TRUE,,FALSE,,0.012,,,,,,,,,,,,,,FALSE,,,Robert,1,,,no statistic mentioned,TRUE
1999,AnBehav,57,2,"Cultural influences on female mate choice: an experimental test in cowbirds, Molothrus ater",anbe.1998.0988,FALSE,FALSE,TRUE,,FALSE,,0.015,,,,,,,,,,,,,,FALSE,,,Robert,1,,,no statistic mentioned,TRUE
1999,AnBehav,57,2,"Cultural influences on female mate choice: an experimental test in cowbirds, Molothrus ater",anbe.1998.0988,FALSE,FALSE,TRUE,,FALSE,,0.04,,,,,,,,,,,,,,FALSE,,,Robert,1,,,no statistic mentioned. t statistic moved to row below,TRUE
1999,AnBehav,57,2,"Effect of queen phenotype and social environment on early queen mortality in incipient colonies of the fire ant, Solenopsis invicta",anbe.1998.0955,FALSE,FALSE,TRUE,,FALSE,612,0.47,,,,0.73,,1.00,610.00,,,,,,,FALSE,,,Robert,1,,,df added,
1999,AnBehav,57,2,"Effect of queen phenotype and social environment on early queen mortality in incipient colonies of the fire ant, Solenopsis invicta",anbe.1998.0955,FALSE,FALSE,TRUE,,FALSE,,<0.02,,,5.29,,,,,,,,,,,FALSE,,,Robert,1,,,could not find df,
1999,AnBehav,57,2,"Effect of queen phenotype and social environment on early queen mortality in incipient colonies of the fire ant, Solenopsis invicta",anbe.1998.0955,FALSE,FALSE,TRUE,,FALSE,,<0.05,,3.87,,,,,,,,,,,,FALSE,,,Robert,1,,,could not find df,
1999,AnBehav,57,2,"Effect of queen phenotype and social environment on early queen mortality in incipient colonies of the fire ant, Solenopsis invicta",anbe.1998.0955,FALSE,FALSE,TRUE,,FALSE,,0.47,,,1.50,,,,,,,,,,,FALSE,,,Robert,1,,,could not find df,
1999,AnBehav,57,2,"Effect of queen phenotype and social environment on early queen mortality in incipient colonies of the fire ant, Solenopsis invicta",anbe.1998.0955,FALSE,FALSE,TRUE,,FALSE,,>0.9,,146.00,,,,,,,,,,,,FALSE,,,Robert,1,,,337 mentioned. dfdenom?,
1999,AnBehav,57,2,"Effect of queen phenotype and social environment on early queen mortality in incipient colonies of the fire ant, Solenopsis invicta",anbe.1998.0955,FALSE,FALSE,TRUE,,FALSE,90,<0.03,,,,2.24,,1.00,88.00,,,,,,,FALSE,,,Robert,1,,,N inconsistent,TRUE
1999,AnBehav,57,2,"Effect of queen phenotype and social environment on early queen mortality in incipient colonies of the fire ant, Solenopsis invicta",anbe.1998.0955,FALSE,FALSE,TRUE,,FALSE,72,<0.03,,,,,,,,,,,,,,FALSE,,,Robert,1,,,no statistic,TRUE
1999,AnBehav,57,2,"Effect of queen phenotype and social environment on early queen mortality in incipient colonies of the fire ant, Solenopsis invicta",anbe.1998.0955,FALSE,FALSE,TRUE,,FALSE,,NS,,2.90,,,,,,,,,,,,FALSE,,,Robert,1,,,tstatistic moved one row down. no df found,
1999,AnBehav,57,2,"Effect of queen phenotype and social environment on early queen mortality in incipient colonies of the fire ant, Solenopsis invicta",anbe.1998.0955,FALSE,FALSE,TRUE,,FALSE,244,0.095,,,,1.68,,1.00,250.00,,,,,,,FALSE,,,Robert,1,,,N inconsistent,TRUE
1999,AnBehav,57,2,"Effect of queen phenotype and social environment on early queen mortality in incipient colonies of the fire ant, Solenopsis invicta",anbe.1998.0955,FALSE,FALSE,TRUE,,FALSE,,0.01,,,,,,,,,,,,,,FALSE,,,Robert,1,,,wald test,TRUE
1999,AnBehav,57,2,"Effect of queen phenotype and social environment on early queen mortality in incipient colonies of the fire ant, Solenopsis invicta",anbe.1998.0955,FALSE,FALSE,TRUE,,FALSE,,<0.0001,,,20.40,,,,,,,,,,,FALSE,,,Robert,1,,,,
1999,AnBehav,57,2,"Endogenous rhythms of locomotor activity in the high-shore limpet, Helcion pectunculus (Patellogastropoda)",anbe.1998.0975,TRUE,FALSE,FALSE,,FALSE,20,,,,,,,,,,,,,,No values reported,TRUE,"State that autocorrelation ""determined values that are statistically significant"", citing J. D. Palmer 19995 and Stratgraphics 1991, but do not report any values of significance (no model). Simply observational data being correlated with time of day",,Robert,1,,,no data,TRUE
1999,AnBehav,57,2,"Female distribution, genetic relatedness, and fostering behaviour in harbour seals, Phoca vitulina",anbe.1998.1001,FALSE,FALSE,TRUE,,FALSE,,0.97,,,,,0.08,,,,,,,,,FALSE,,,Robert,1,,N is reported here,,TRUE
1999,AnBehav,57,2,"Female distribution, genetic relatedness, and fostering behaviour in harbour seals, Phoca vitulina",anbe.1998.1001,FALSE,FALSE,TRUE,,FALSE,,0.32,,,,,1.25,,,,,,,,,FALSE,,,Robert,1,,Needed to fix cell order (done),,TRUE
1999,AnBehav,57,2,"Female distribution, genetic relatedness, and fostering behaviour in harbour seals, Phoca vitulina",anbe.1998.1001,FALSE,FALSE,TRUE,,FALSE,,0.98,,,,,0.14,,,,,,,,,FALSE,,,Robert,1,,,,TRUE
1999,AnBehav,57,2,"Female distribution, genetic relatedness, and fostering behaviour in harbour seals, Phoca vitulina",anbe.1998.1001,FALSE,FALSE,TRUE,,FALSE,,0.14,,,,,1.83,,,,,,,,,FALSE,,,Robert,1,,,,TRUE
1999,AnBehav,57,2,"Female distribution, genetic relatedness, and fostering behaviour in harbour seals, Phoca vitulina",anbe.1998.1001,FALSE,FALSE,TRUE,,FALSE,,0.4,,,,,1.04,,,,,,,,,FALSE,,,Robert,1,,,,TRUE
1999,AnBehav,57,2,"Female distribution, genetic relatedness, and fostering behaviour in harbour seals, Phoca vitulina",anbe.1998.1001,FALSE,FALSE,TRUE,,FALSE,,0.84,,,,,0.55,3.00,3.00,,,,,,,FALSE,,,Robert,1,,added df,,TRUE
1999,AnBehav,57,2,"Female distribution, genetic relatedness, and fostering behaviour in harbour seals, Phoca vitulina",anbe.1998.1001,FALSE,FALSE,TRUE,,FALSE,,0.046,,,,,2.20,2.00,3.00,,,,,,,FALSE,,,Robert,1,,added df,,TRUE
1999,AnBehav,57,2,"Female distribution, genetic relatedness, and fostering behaviour in harbour seals, Phoca vitulina",anbe.1998.1001,FALSE,FALSE,TRUE,,FALSE,68,0.44,,,,-0.76,,,,,,,,,,FALSE,,,Robert,1,,added N,,TRUE
1999,AnBehav,57,2,"Female distribution, genetic relatedness, and fostering behaviour in harbour seals, Phoca vitulina",anbe.1998.1001,FALSE,FALSE,TRUE,,FALSE,,0.73,0.00,,,,0.12,,,,,,,,,FALSE,,,Robert,1,,,,TRUE
1999,AnBehav,57,2,"Female distribution, genetic relatedness, and fostering behaviour in harbour seals, Phoca vitulina",anbe.1998.1001,FALSE,FALSE,TRUE,,FALSE,,0.78,,,,,0.26,,,,,,,,,FALSE,,,Robert,1,,,,TRUE
1999,AnBehav,57,2,"Female distribution, genetic relatedness, and fostering behaviour in harbour seals, Phoca vitulina",anbe.1998.1001,FALSE,FALSE,TRUE,,FALSE,,0.91,,,,,0.18,,,,,,,,,FALSE,,,Robert,1,,,,TRUE
1999,AnBehav,57,2,"Female distribution, genetic relatedness, and fostering behaviour in harbour seals, Phoca vitulina",anbe.1998.1001,FALSE,FALSE,TRUE,,FALSE,,0.33,,,,1.08,,,,,,,,,,FALSE,,,Robert,1,,,,TRUE
1999,AnBehav,57,2,"Female distribution, genetic relatedness, and fostering behaviour in harbour seals, Phoca vitulina",anbe.1998.1001,FALSE,FALSE,TRUE,,FALSE,,<0.001,,,,7.07,,,,,,,,,,FALSE,,,Robert,1,,,,TRUE
1999,AnBehav,57,2,"Female distribution, genetic relatedness, and fostering behaviour in harbour seals, Phoca vitulina",anbe.1998.1001,FALSE,FALSE,TRUE,,FALSE,,0.33,,,,1.08,,,,,,,,,,FALSE,,,Robert,1,,,,TRUE
1999,AnBehav,57,2,"Female distribution, genetic relatedness, and fostering behaviour in harbour seals, Phoca vitulina",anbe.1998.1001,FALSE,FALSE,TRUE,,FALSE,,0.02,,,,-2.62,,,,,,,,,,FALSE,,,Robert,1,,,,TRUE
1999,AnBehav,57,2,"Female distribution, genetic relatedness, and fostering behaviour in harbour seals, Phoca vitulina",anbe.1998.1001,FALSE,FALSE,TRUE,,FALSE,,0.04,,,,-2.19,,,,,,,,,,FALSE,,,Robert,1,,,,TRUE
1999,AnBehav,57,2,"Female distribution, genetic relatedness, and fostering behaviour in harbour seals, Phoca vitulina",anbe.1998.1001,FALSE,FALSE,TRUE,,FALSE,,0.1,,,,-1.75,,,,,,,,,,FALSE,,,Robert,1,,forgot negative sign! fixed,,TRUE
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0967,FALSE,FALSE,TRUE,,FALSE,36,<0.005,,9.00,,,,,,,,,,,,FALSE,,,Robert,1,,,,
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0968,FALSE,FALSE,TRUE,,FALSE,36,<0.025,,5.44,,,,,,,,,,,,FALSE,,,Robert,1,,,,
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0969,FALSE,FALSE,TRUE,,FALSE,36,NS,,1.09,,,,,,,,,,,,FALSE,,,Robert,1,,,,
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0970,FALSE,FALSE,TRUE,,FALSE,36,NS,,2.00,,,,,,,,,,,,FALSE,,,Robert,1,,,,
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0971,FALSE,FALSE,TRUE,,FALSE,36,NS,,0.22,,,,,,,,,,,,FALSE,,,Robert,1,,,,
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0972,FALSE,FALSE,TRUE,,FALSE,36,NS,,0.44,,,,,,,,,,,,FALSE,,,Robert,1,,,chi-sq value changed from 0.33 to 0.44,
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0973,FALSE,FALSE,TRUE,,FALSE,36,NS,,3.60,,,,,,,,,,,,FALSE,,,Robert,1,,,,
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0974,FALSE,FALSE,TRUE,,FALSE,36,NS,,0.38,,,,,,,,,,,,FALSE,,,Robert,1,,,t test moved one row down,
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0974,FALSE,FALSE,TRUE,,FALSE,98,0.025,,,,1.98,,1.00,96.00,,,,,,,FALSE,,,Robert,1,,,"df added, p value fixed",
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0975,FALSE,FALSE,TRUE,,FALSE,98,<0.0001,,,,9.13,,1.00,96.00,,,,,,,FALSE,,,Robert,1,,check CheckingOutliers sheet,"p value fixed, removed from Exclude",
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0976,FALSE,FALSE,TRUE,,FALSE,170,<0.0001,,,,,,,,,,,,,,FALSE,,,Robert,1,,,no statistic,TRUE
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0977,FALSE,FALSE,TRUE,,FALSE,35,<0.025,,6.43,,,,,,,,,,,,FALSE,,,Robert,1,,,,
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0978,FALSE,FALSE,TRUE,,FALSE,35,<0.05,,4.83,,,,,,,,,,,,FALSE,,,Robert,1,,,,
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0979,FALSE,FALSE,TRUE,,FALSE,35,NS,,0.85,,,,,,,,,,,,FALSE,,,Robert,1,,,,
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0980,FALSE,FALSE,TRUE,,FALSE,35,NS,,2.97,,,,,,,,,,,,FALSE,,,Robert,1,,,,
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0981,FALSE,FALSE,TRUE,,FALSE,35,NS,,0.54,,,,,,,,,,,,FALSE,,,Robert,1,,,,
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0982,FALSE,FALSE,TRUE,,FALSE,35,NS,,0.03,,,,,,,,,,,,FALSE,,,Robert,1,,,t test moved one row down,
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0982,FALSE,FALSE,TRUE,,FALSE,9,<0.05,,,,2.20,,1.00,7.00,,,,,,,FALSE,,,Robert,1,,,"p value fixed, df added",
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0983,FALSE,FALSE,TRUE,,FALSE,9,NS,,,,1.22,,1.00,7.00,,,,,,,FALSE,,,Robert,1,,,"p value fixed, df and N added",
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0984,FALSE,FALSE,TRUE,,FALSE,16,<0.05,,,,1.86,,1.00,14.00,,,,,,,FALSE,,,Robert,1,,,"p value fixed, df and N added",
1999,AnBehav,57,2,Foraging innovation in the guppy,anbe.1998.0985,FALSE,FALSE,TRUE,,FALSE,,<0.05,0.445,,,,,,,,,,,,rs=0.445,FALSE,,,Robert,1,,rs added from comment,,
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0951,FALSE,FALSE,TRUE,,FALSE,35,<0.01,,,,,8.80,2.00,32.00,,,,,,,FALSE,,,Robert,1,,"DF added, N changed",(potentially exclude entire paper),
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0952,FALSE,FALSE,TRUE,,FALSE,35,NS,,,,,0.50,2.00,32.00,,,,,,,FALSE,,,Robert,1,,DF added,,
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0953,FALSE,FALSE,TRUE,,FALSE,33,<0.001,,,,,15.80,1.00,31.00,,,,,,,FALSE,,,Robert,1,,DF added,,
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0954,FALSE,FALSE,TRUE,,FALSE,34,NS,,,,,1.50,2.00,31.00,,,,,,,FALSE,,,Robert,1,,DF added,N changed,
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0955,FALSE,FALSE,TRUE,,FALSE,34,NS,,,,,0.60,2.00,31.00,,,,,,,FALSE,,,Robert,1,,,"N changed, DF added",
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0956,FALSE,FALSE,TRUE,,FALSE,22,,0.30,,,,,1.00,20.00,,,,,,,FALSE,,,Robert,1,,df added,,
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0957,FALSE,FALSE,TRUE,,FALSE,35,<0.005,,,,,7.50,2.00,32.00,,,,,,,FALSE,,,Robert,1,,DF added,N not matching,TRUE
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0958,FALSE,FALSE,TRUE,,FALSE,35,<0.001,,,,,13.30,2.00,32.00,,,,,,,FALSE,,,Robert,1,,DF added,N not matching,TRUE
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0959,FALSE,FALSE,TRUE,,FALSE,35,NS,,,,,3.10,2.00,32.00,,,,,,,FALSE,,,Robert,1,,DF added,N not matching,TRUE
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0960,FALSE,FALSE,TRUE,,FALSE,35,NS,,,,,0.50,2.00,32.00,,,,,,,FALSE,,,Robert,1,,DF added,N not matching,TRUE
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0961,FALSE,FALSE,TRUE,,FALSE,35,NS,,,,,0.20,2.00,32.00,,,,,,,FALSE,,,Robert,1,,DF added,N not matching,TRUE
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0962,FALSE,FALSE,TRUE,,FALSE,35,NS,,,,,0.10,2.00,32.00,,,,,,,FALSE,,,Robert,1,,DF added,N not matching,TRUE
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0962,FALSE,FALSE,TRUE,,FALSE,37,NS,,,,,0.80,4.00,32.00,,,,,,,FALSE,,,Evon,1,,,Newly added data. N not matching,TRUE
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0962,FALSE,FALSE,TRUE,,FALSE,37,NS,,,,,1.10,4.00,32.00,,,,,,,FALSE,,,Evon,1,,,Newly added data. N not matching,TRUE
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0962,FALSE,FALSE,TRUE,,FALSE,37,NS,,,,,0.70,4.00,32.00,,,,,,,FALSE,,,Evon,1,,,Newly added data. N not matching,TRUE
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0963,FALSE,FALSE,TRUE,,FALSE,22,<0.005,,,,,12.00,1.00,21.00,,,,,,,FALSE,,,Robert,1,,"df added, N is reported as 22.",N not matching,TRUE
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0964,FALSE,FALSE,TRUE,,FALSE,24,NS,,,,,1.40,2.00,21.00,,,,,,,FALSE,,,Robert,1,,,N changed,
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0965,FALSE,FALSE,TRUE,,FALSE,24,NS,,,,,1.70,2.00,21.00,,,,,,,FALSE,,,Robert,1,,,N changed,
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0966,FALSE,FALSE,TRUE,,FALSE,26,NS,,,,,0.50,4.00,21.00,,,,,,,FALSE,,,Robert,1,,,N changed,
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0967,FALSE,FALSE,TRUE,,FALSE,24,NS,,,,,0.20,2.00,21.00,,,,,,,FALSE,,,Robert,1,,,N changed,
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0968,FALSE,FALSE,TRUE,,FALSE,24,NS,,,,,2.10,2.00,21.00,,,,,,,FALSE,,,Robert,1,,,N changed,
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0969,FALSE,FALSE,TRUE,,FALSE,23,NS,,,,,6.20,1.00,21.00,,,,,,,FALSE,,,Robert,1,,,N changed,
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0970,FALSE,FALSE,TRUE,,FALSE,26,NS,,,,,0.70,4.00,21.00,,,,,,,FALSE,,,Robert,1,,,N changed,
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0971,FALSE,FALSE,TRUE,,FALSE,26,NS,,,,,0.30,2.00,23.00,,,,,,,FALSE,,,Robert,1,,,N changed,
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0972,FALSE,FALSE,TRUE,,FALSE,26,NS,,,,,2.30,2.00,23.00,,,,,,,FALSE,,,Robert,1,,,N changed,
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0973,FALSE,FALSE,TRUE,,FALSE,25,NS,,,,,2.30,1.00,23.00,,,,,,,FALSE,,,Robert,1,,,N changed,
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0974,FALSE,FALSE,TRUE,,FALSE,28,NS,,,,,0.90,4.00,23.00,,,,,,,FALSE,,,Robert,1,,,N changed,
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0975,FALSE,FALSE,TRUE,,FALSE,25,<0.005,,,,,7.70,2.00,22.00,,,,,,,FALSE,,,Robert,1,,,N not matching,TRUE
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0976,FALSE,FALSE,TRUE,,FALSE,24,<0.005,,,,,10.60,1.00,22.00,,,,,,,FALSE,,,Robert,1,,,N not matching,TRUE
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0977,FALSE,FALSE,TRUE,,FALSE,26,NS,,,,,1.20,4.00,21.00,,,,,,,FALSE,,,Robert,1,,,N not matching,TRUE
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0978,FALSE,FALSE,TRUE,,FALSE,22,Ns,,,,,0.50,,,,,,,,,FALSE,,,Robert,1,,,could not find?,TRUE
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0979,FALSE,FALSE,TRUE,,FALSE,775,<0.001,,26.00,,,,,,,,,,,,FALSE,,,Robert,1,,,,
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0980,FALSE,FALSE,TRUE,,FALSE,26,<0.005,,,,,6.80,2.00,23.00,,,,,,,FALSE,,,Robert,1,,,N not matching,TRUE
1999,AnBehav,57,2,"Foraging strategy in a social bird, the alpine chough: effect of variation in quantity and distribution of food",anbe.1998.0981,FALSE,FALSE,TRUE,,FALSE,26,NS,,,,,3.10,2.00,23.00,,,,,,,FALSE,,,Robert,1,,,N not matching,TRUE
